name_speaker,datetime,topic,text
PRESIDENTE,19/09/2006,Presidenza del presidente MARINI,La seduta è aperta
PRESIDENTE,19/09/2006,Presidenza del presidente MARINI,Si dia lettura del processo verbale.
PRESIDENTE,19/09/2006,Presidenza del presidente MARINI,"Non essendovi osservazioni, il processo verbale è approvato."
PRESIDENTE,19/09/2006,Comunicazioni della Presidenza,"L'elenco dei senatori in congedo e assenti per incarico ricevuto dal Senato, nonché ulteriori comunicazioni all'Assemblea saranno pubblicati nell'allegato B al Resoconto della seduta odierna."
PRESIDENTE,19/09/2006,Preannunzio di votazioni mediante procedimento elettronico,Avverto che nel corso della seduta odierna potranno essere effettuate votazioni qualificate mediante il procedimento elettronico.
PRESIDENTE,19/09/2006,Preannunzio di votazioni mediante procedimento elettronico,"Pertanto decorre da questo momento il termine di venti minuti dal preavviso previsto dall'articolo 119, comma 1, del Regolamento"
PRESIDENTE,19/09/2006,Sulla scomparsa del senatore Ignazio Manunza e di Oriana Fallaci. Sull'uccisione a Mogadiscio di suor Leonella Sgorbati,"Onorevoli colleghi, rendo all'Assemblea il triste annuncio della scomparsa del senatore Ignazio Manunza, deceduto improvvisamente il 24 agosto scorso a sessantasei anni."
PRESIDENTE,19/09/2006,Sulla scomparsa del senatore Ignazio Manunza e di Oriana Fallaci. Sull'uccisione a Mogadiscio di suor Leonella Sgorbati,"Fortemente impegnato nella realtà politica della Sardegna, il senatore Manunza aveva una lunga carriera politica alle spalle. Già consigliere regionale e sindaco di Oristano, la sua città, dal 1981 al 1984, era stato eletto per la prima volta al Senato nella XIV legislatura e quindi in quella corrente nelle liste di Forza Italia. Recentemente aveva contribuito alla nascita del Gruppo della Democrazia Cristiana-Partito repubblicano italiano-Indipendenti-Movimento per l'Autonomia."
PRESIDENTE,19/09/2006,Sulla scomparsa del senatore Ignazio Manunza e di Oriana Fallaci. Sull'uccisione a Mogadiscio di suor Leonella Sgorbati,In Senato tutti lo ricordiamo per il tratto mite e discreto e per l'assidua ed esemplare presenza ai lavori parlamentari in Aula e in Commissione.
PRESIDENTE,19/09/2006,Sulla scomparsa del senatore Ignazio Manunza e di Oriana Fallaci. Sull'uccisione a Mogadiscio di suor Leonella Sgorbati,"Alla vedova, signora Adriana, ai figli, ai colleghi del Gruppo di appartenenza e del suo partito, agli elettori della Sardegna esprimo il cordoglio mio personale e dell'intera Assemblea."
PRESIDENTE,19/09/2006,Sulla scomparsa del senatore Ignazio Manunza e di Oriana Fallaci. Sull'uccisione a Mogadiscio di suor Leonella Sgorbati,"Debbo e voglio poi anche ricordare con dolore e angoscia l'assassinio di suor Leonella Sgorbati e della sua guardia del corpo, uccisi a Mogadiscio in un atto di atroce violenza. La figura umana e morale di suor Leonella emerge in queste ore con sempre maggiore chiarezza. Una persona che aveva dedicato l'intera sua vita all'assistenza ai più bisognosi, al colloquio e alla comprensione degli altri, fino al sacrificio estremo nobilitato dalle ultime parole con le quali ella ha chiesto perdono per i suoi assassini."
