id_speaker,offset_video,duration
SPEAKER_06,420.179,7.695
SPEAKER_07,430.388,0.084
SPEAKER_04,437.712,162.60799999999995
SPEAKER_06,604.319,40.162000000000035
SPEAKER_00,640.415,0.439
SPEAKER_06,655.484,6.816999999999894
SPEAKER_05,666.419,203.57999999999993
SPEAKER_06,870.91,7.071000000000026
SPEAKER_02,877.981,190.38300000000004
SPEAKER_00,1053.464,0.068
SPEAKER_02,1069.748,74.23299999999995
SPEAKER_06,1144.994,17.719
SPEAKER_03,1164.046,114.02499999999986
SPEAKER_00,1257.095,1.215
SPEAKER_03,1278.813,86.61899999999991
SPEAKER_06,1366.951,4.32
SPEAKER_03,1367.12,0.338
SPEAKER_00,1372.688,183.212
SPEAKER_06,1556.963,4.388
SPEAKER_07,1563.005,271.2819999999999
SPEAKER_06,1837.325,30.037000000000035
SPEAKER_01,1867.919,222.34500000000003
SPEAKER_06,2091.327,4.691
SPEAKER_08,2097.942,265.0899999999997
SPEAKER_06,2363.437,3.999
SPEAKER_01,2367.436,150.33899999999994
SPEAKER_06,2518.754,11.829
SPEAKER_04,2530.583,0.8779999999997017
SPEAKER_07,2532.558,0.54
SPEAKER_06,2617.912,1.114
