id_speaker,offset_video,duration
SPEAKER_10,00:00:15,8.032
SPEAKER_01,00:00:23,80.342
SPEAKER_10,00:01:47,535.578
SPEAKER_03,00:10:46,242.67899999999997
SPEAKER_10,00:14:48,5.41800000000012
SPEAKER_14,00:14:57,2.042
SPEAKER_10,00:15:02,306.7360000000001
SPEAKER_02,00:20:18,2.227
SPEAKER_14,00:20:18,0.742
SPEAKER_02,00:20:21,140.046
SPEAKER_20,00:22:42,0.523
SPEAKER_10,00:22:43,76.19100000000003
SPEAKER_02,00:23:58,22.899
SPEAKER_10,00:24:22,6.396
SPEAKER_19,00:24:30,562.19
SPEAKER_12,00:33:52,0.608
SPEAKER_10,00:33:52,5.990000000000009
SPEAKER_17,00:34:01,1.198
SPEAKER_18,00:34:04,2.3969999999999345
SPEAKER_10,00:34:06,9.973
SPEAKER_15,00:34:16,0.759
SPEAKER_10,00:34:17,23.187000000000353
SPEAKER_12,00:34:41,3.544
SPEAKER_10,00:34:45,161.12300000000005
SPEAKER_18,00:37:34,67.92299999999977
SPEAKER_10,00:38:46,3.915
SPEAKER_14,00:38:53,0.169
SPEAKER_12,00:38:53,3.021
SPEAKER_11,00:38:58,355.18499999999995
SPEAKER_10,00:44:57,6.126000000000204
SPEAKER_04,00:45:06,153.98399999999992
SPEAKER_10,00:47:42,36.93899999999985
SPEAKER_20,00:48:14,0.236
SPEAKER_10,00:48:20,50.28800000000001
SPEAKER_12,00:49:00,0.489
SPEAKER_10,00:49:12,126.14100000000008
SPEAKER_14,00:51:11,0.219
SPEAKER_10,00:51:18,225.53499999999985
SPEAKER_07,00:55:06,1.924
SPEAKER_10,00:55:11,46.001000000000204
SPEAKER_12,00:55:46,0.759
SPEAKER_10,00:55:59,65.98099999999977
SPEAKER_14,00:57:06,0.219
SPEAKER_18,00:57:06,6.513999999999669
SPEAKER_10,00:57:13,48.499
SPEAKER_18,00:58:01,3.611
SPEAKER_04,00:58:05,3.544
SPEAKER_10,00:58:08,7.493
SPEAKER_18,00:58:16,2.717
SPEAKER_10,00:58:18,12.724
SPEAKER_18,00:58:31,4.995
SPEAKER_10,00:58:36,4.320000000000164
SPEAKER_14,00:58:40,2.177
SPEAKER_10,00:58:43,48.246
SPEAKER_14,00:58:43,49.1579999999999
SPEAKER_10,00:59:33,5.704
SPEAKER_03,00:59:37,75.583
SPEAKER_02,01:00:53,3.274
SPEAKER_10,01:00:56,4.4890000000004875
SPEAKER_21,01:01:00,2.329
SPEAKER_12,01:01:02,1.114
SPEAKER_10,01:01:04,5.282
SPEAKER_21,01:01:09,1.552
SPEAKER_02,01:01:11,49.697
SPEAKER_12,01:02:01,0.878
SPEAKER_10,01:02:02,55.19799999999941
SPEAKER_04,01:02:58,2.076
SPEAKER_10,01:02:58,28.686999999999898
SPEAKER_13,01:03:28,0.675
SPEAKER_12,01:03:29,3.306999999999789
SPEAKER_10,01:03:32,15.305000000000291
SPEAKER_12,01:03:45,12.942999999999756
SPEAKER_10,01:03:58,10.226
SPEAKER_08,01:04:05,0.894
SPEAKER_14,01:04:06,8.859
SPEAKER_12,01:04:12,17.516999999999825
SPEAKER_14,01:04:22,7.391
SPEAKER_21,01:04:22,0.017
SPEAKER_12,01:04:31,4.186000000000149
SPEAKER_08,01:04:37,0.017
SPEAKER_14,01:04:37,1.80600000000004
SPEAKER_12,01:04:42,0.017
SPEAKER_10,01:04:42,4.201999999999771
SPEAKER_14,01:04:46,0.017
SPEAKER_03,01:04:46,1.283
SPEAKER_18,01:04:49,0.068
SPEAKER_12,01:04:49,5.585000000000036
SPEAKER_18,01:04:56,0.051
SPEAKER_12,01:04:56,0.186
SPEAKER_10,01:04:56,0.186
SPEAKER_12,01:04:59,25.009000000000015
SPEAKER_14,01:05:21,1.991
SPEAKER_08,01:05:23,4.0330000000003565
SPEAKER_14,01:05:27,3.24
SPEAKER_12,01:05:29,10.867999999999938
SPEAKER_14,01:05:41,2.481
SPEAKER_12,01:05:42,1.941
SPEAKER_18,01:05:49,0.27
SPEAKER_12,01:05:49,0.068
SPEAKER_01,01:05:50,4.304000000000087
SPEAKER_12,01:05:56,4.573
SPEAKER_18,01:06:04,0.945
SPEAKER_19,01:06:10,0.928
SPEAKER_12,01:06:14,1.299
SPEAKER_10,01:06:15,19.846000000000004
SPEAKER_21,01:06:28,1.586
SPEAKER_10,01:06:37,43.284999999999854
SPEAKER_14,01:06:54,0.253
SPEAKER_10,01:07:23,6.666000000000167
SPEAKER_12,01:07:30,3.7800000000002
SPEAKER_01,01:07:35,2.498
SPEAKER_12,01:07:36,3.797
SPEAKER_10,01:07:40,4.793
